min_cost_per_person,max_cost_per_person,time_stayed_in_days,travel_place,traveled_from,travel_month,hotel_name,did_you_like_the_hotel,recommended_restaurant,did_you_like_the_restaurant
1500,2200,1.0,paharpur buddhist vihara, chattogram ,june,Beach Palace,no,Palace Cafe,yes
3100,4600,2.5,kuakata,faridpur,september,Green Palace,yes,kuakata hotel & restaurant,yes
1700,2900,2.0,sitakunda eco park,chittagong ,october," the peninsula chittagong, hotel agrabad",yes,Family Restaurant,no
3500,4800,1.0,rangamati,laxmipur,september,Beach International,no,cafe mangal,yes
4300,9000,3.5,bandarban,chittagong,august,hotel green hill,yes,kalapata restaurant,no
2200,3900,1.0,ratargul swamp forest,campus ,november,shah kamal hotel sylhet,yes,Sea Food Court,yes
2500,5800,3.0,sajek valley,chittagong ,april,sajek tourist complex,yes,Spice Kabab House,yes
4900,8000,3.5,sajek valley,pabna,september,sajek tourist complex,yes,fudanki restaurant,yes
1500,8400,4.5,sajek valley,cox's bazar,january,sajek tourist complex,yes,eni lushai cottage & restaurant,yes
4400,6700,2.0,tanguar haor,dhaka,august,Palace Palace,yes,Traditional Diner,no
5200,6900,1.0,saint martins island,cox's bazar,august,Palace Hill,yes,Traditional Cafe,no
2500,4400,1.5,coxs bazar, barishal,september,the zabeer hotel,yes,narikel jinjira restaurant,no
2900,4700,1.0,kuakata,barishal,july,Golden View,yes,Palace Kabab House,yes
4300,5700,2.0,tanguar haor,dhaka,august,Palace Palace,yes,Paradise Food Court,no
4100,8000,1.5,coxs bazar,thakurgaon,december,green house resort,yes,narikel jinjira restaurant,yes
1500,2700,1.0,mahasthangarh,sirajganj,february,Resort International,yes,Traditional Hotel and Restaurant,yes
2200,3100,1.0,ratargul swamp forest,cumilla,november,Royal View,yes,Paradise Food Court,yes
1500,3300,1.0,paharpur buddhist vihara,dhaka,june,Hotel View,yes,Spice Hotel and Restaurant,no
2500,3300,1.5,jaflong,dinajpur ,july,jaflong green resort,yes,pach_bhai restaurant,yes
2200,5600,3.0,sajek valley,savar,july,jumghor eco resort,yes,Spice Food Court,yes
6100,7600,3.0,kuakata,cumilla,october,kuakata holiday inn,no,rajdhani hotel & restaurant,yes
3300,10000,4.5,sajek valley,chittagong ,september, meghpunji resort,yes,chhimbal restaurant,yes
1800,7300,3.5,coxs bazar,thakurgaon,december,cox's bazar hotel & convention centre,yes,handi,no
1500,4400,2.0,kuakata,barisal,december,kuakata beach resort,yes,Palace Kabab House,no
1500,3400,1.0,paharpur buddhist vihara,dhaka,june,hotel touch & go,no,hotel al-razzaque & restaurant,yes
3400,6500,3.5,sajek valley,chittagong ,december,jumghor eco resort,no,fudanki restaurant,yes
1500,3400,1.0,panam city sonargaon,dhaka ,july,Hill Resort,no,sonargaon restaurant,yes
4300,5900,3.0,bandarban, gazipur ,october,nafakhum resort,yes,tajingdong restora,no
1500,3500,1.0,mahasthangarh,sirajganj,september,Palace Hill,yes,casuarina,yes
6200,7800,2.5,bichanakandi,dhaka,june,Golden Inn,yes,panshi restaurant,no
1500,2900,4.0,jaflong,thakurgaon,july,hotel noorjahan grand,yes,sinbad restaurant,yes
1900,3000,2.0,sitakunda eco park,cumilla ,august,sitakunda eco resort,yes,zafran restaurant,no
5600,7300,2.0,rangamati,dinajpur ,september,Palace Resort,yes,cafe mangal,no
2200,4200,1.0,ratargul swamp forest,savar ,november,shah kamal hotel sylhet,yes,Paradise Food Court,yes
1500,3500,1.0,paharpur buddhist vihara,dhaka,february,hotel touch & go,yes,Spice Hotel and Restaurant,no
7500,8800,1.0,bichanakandi,kishoreganj ,november,bichanakandi resort,yes,saffron restaurant,no
5200,7000,3.0,sajek valley,dhaka,march,jumghor eco resort,yes,chhimbal restaurant,yes
2200,3200,1.0,ratargul swamp forest,pabna,november,shah kamal hotel sylhet,yes,Paradise Food Court,yes
3300,4800,2.0,sajek valley,bike ,february, ruilui resort,no,sajek chilikotha restaurant,yes
7500,10000,10.0,lawachara national park,satkhira ,november,grand sultan tea resort & golf,yes,Spice Kabab House,no
2200,4200,10.5,saint martins island,dhaka ,march,coral view resort,no,flying fish & food restaurant,yes
3700,4400,2.5,kuakata, barishal,january,sikder resort & villas,no,hotel nibedita & restaurant,yes
1500,2900,1.0,mahasthangarh,sirajganj,november,Grand Resort,yes,Taste Kabab House,yes
1500,3600,8.5,lawachara national park,kushtia,november,grand sultan tea resort & golf,no,Spice Kabab House,no
5800,6300,2.0,sajek valley,campus ,august,jumghor eco resort,no,eni lushai cottage & restaurant,no
5400,10000,3.5,coxs bazar,savar ,july,seagull hotel,yes,handi,yes
1500,2100,1.0,panam city sonargaon,ashulia ,july,Royal Resort,no,pan pacific sonargaon dhaka,no
1500,2200,1.0,panam city sonargaon,dinajpur ,december,Hill Garden,no,pan pacific sonargaon dhaka,yes
1500,4000,5.0,bandarban,panchagarh ,march,Grand Resort,yes,Taste Restaurant,no
3000,6200,3.0,kuakata,barisal,october,sikder resort & villas,yes,banorupa garden restaurant,yes
6200,7800,3.0,bandarban,cumilla ,january,hotel green hill,yes,Royal Restaurant,no
7200,9100,7.5,saint martins island,chittagong ,september, hotel blue pearl,yes,flying fish & food restaurant,no
1500,3300,1.0,panam city sonargaon,dhaka ,july,Grand Hill,no,Taste Cafe,no
6200,8400,9.5,lawachara national park,dhaka ,may,grand sultan tea resort & golf,yes,asian eco cafe & restaurant,yes
4000,6600,3.0,kuakata,"rajbari,dhaka",november,hotel sea coral,yes,rajdhani hotel & restaurant,yes
7300,9200,4.0,sajek valley,dhaka,january, meghpunji resort,no,Spice Food Court,no
2500,7400,1.0,bichanakandi,kishoreganj ,june,Grand Hill,yes,Palace Diner,no
4300,7300,8.5,lawachara national park,dhaka ,february,grand sultan tea resort & golf,no,kutum bari restaurant,no
1500,3400,1.0,panam city sonargaon,cox's bazar,december,Hill Resort,yes,sonargaon restauran,yes
2300,4100,1.5,sitakunda eco park,dhaka,august,sitakunda eco resort,yes,rajbari restaurant,no
6500,8000,1.0,saint martins island,chottogram,february,nil digonte resort,yes,jol torongo restora,no
4700,7500,1.0,coxs bazar,"jatrabari,dhaka",june,deshpriya resort,no,kashbon restaurant,yes
1500,3300,1.0,panam city sonargaon,dhaka ,july,sonargaon hotel & resort,no,sonargaon restaurant,no
3200,4500,7.5,saint martins island,comilla ,october, hotel blue pearl,yes,hasan restaurant,no
4000,9500,9.0,lawachara national park,cumilla,november,Hill View,yes,Palace Diner,no
5000,6400,2.0,tanguar haor,dhaka,august,Hill Hill,yes,Paradise Food Court,no
5000,6800,1.0,bichanakandi,chottogram,december,bichanakandi resort,yes,Palace Diner,yes
2200,4700,2.0,bichanakandi,dhaka,november,bichanakandi resort,yes,panshi restaurant,no
3800,6100,4.5,kuakata,sirajganj ,june,hotel sea paradise,yes,rajdhani hotel & restaurant,yes
4200,6600,2.0,tanguar haor,brahmanbaria ,august, haor bilash cottage,yes,kichukkhon,no
4900,5700,4.5,jaflong,dinajpur ,july,jaflong tourist lodge,yes,pach bhai restaurant,yes
1500,5800,3.0,jaflong,brahmanbaria ,february, jaflong green resort,yes,jaflong view restaurant,yes
3100,6700,3.5,jaflong,narayanganj ,october,jaflong tourist lodge,no,panshi restaurant,yes
7500,10000,2.5,sajek valley,thakurgaon,november,jumghor eco resort,no,maruti didi restaurant,no
1500,3300,1.0,mahasthangarh,sirajganj,september,Palace Hill,yes,Spice Restaurant,yes
1800,2900,1.5,sitakunda eco park,chittagong ,september," the peninsula chittagong, hotel agrabad",yes,rajbari restaurant,yes
1500,2400,1.0,panam city sonargaon,khulna ,september, (nearby in narayanganj/dhaka) pan pacific sonargaon,yes,Taste Cafe,no
3100,8700,12.0,saint martins island,faridpur ,february,saint martins island resort,yes,flying fish & food restaurant,no
2200,6700,3.0,rangamati,gazipur ,january, parjatan holiday complex,yes,chang pang restaurant,yes
2400,6700,4.0,rangamati,joypurhat ,april,cloudy lake resort,no,cafe mangal,yes
6800,7300,8.0,lawachara national park,dhaka ,may,lawachara resort,yes,Palace Diner,no
4200,5500,2.0,tanguar haor,dhaka,august,Palace Palace,yes,rose garden restaurant,no
5400,7800,6.0,saint martins island,barisal,october,hotel blue pearl,no,jol torongo restora,no
2100,5200,10.0,saint martins island, chattogram ,december,nil digonte resort,yes,Paradise Diner,yes
2200,3300,1.0,ratargul swamp forest,campus ,july,Royal View,yes,Sea Food Court,yes
2400,4200,1.5,sitakunda eco park,chittagong ,september,sitakunda eco resort,yes,rajbari restaurant,no
7400,8400,5.0,lawachara national park,barishal ,november,lawachara resort,yes,asian eco cafe & restaurant,yes
5300,6400,6.0,lawachara national park,dhaka ,december,Hill View,no,Spice Kabab House,no
5500,6800,3.5,rangamati,rajshahi ,april,Hill Lodge,yes,gang sabarang,yes
3800,4600,4.0,bandarban,faridpur,march,sairu hill resort,yes,Royal Restaurant,yes
2200,8200,1.5,rangamati,rajshahi ,november,cloudy lake resort,no,chang pang restaurant,no
5200,6400,2.0,tanguar haor,brahmanbaria ,june,Palace Palace,yes,Traditional Diner,no
3800,7000,2.0,tanguar haor,brahmanbaria ,june, houseboats,yes,Taste Hotel and Restaurant,no
1500,2700,1.0,panam city sonargaon,tangail,july,Hill Resort,no,sonargaon restauran,yes
3800,6700,2.0,tanguar haor,dhaka,august,Hill Hill,yes,Traditional Diner,no
2500,5800,4.0,jaflong,sylhet,june,jaflong tourist lodge,yes,pach bhai restaurant,yes
2300,2800,1.5,sitakunda eco park,rajshahi ,september,sitakunda eco resort,yes,Family Restaurant,no
6100,7400,7.5,lawachara national park,dhaka ,november,Beach Palace,yes,Spice Kabab House,no
2200,4200,1.0,ratargul swamp forest,campus ,april,shah kamal hotel sylhet,yes,Sea Food Court,yes
2400,7900,2.5,sajek valley,pabna,february,sajek valley resort,yes,eni lushai cottage & restaurant,no
4900,6700,1.5,bichanakandi,kishoreganj ,september,Golden Inn,yes,panshi restaurant,no
1500,2500,1.0,paharpur buddhist vihara, gazipur ,march,Hotel View,no,hotel al-razzaque & restaurant,yes
7500,8200,1.0,saint martins island,kishoreganj ,december,hotel blue pearl,yes,flying fish & food restaurant,yes
5000,5500,3.0,rangamati,dhaka,march,Palace Resort,yes,cafe mangal,no
1500,3300,1.0,panam city sonargaon,dhaka ,july,Hill Resort,no,Palace Hotel and Restaurant,no
5200,6000,2.0,tanguar haor,brahmanbaria ,november, houseboats,yes,Taste Hotel and Restaurant,no
4400,8500,3.0,coxs bazar,narayanganj ,may,hotel highgarden,yes,kasturi restaurant,yes
5200,7000,2.0,tanguar haor,narsingdi ,august, haor bilash cottage,yes,kichukkhon,no
7500,8200,1.0,bichanakandi,dhaka,november,Grand Hill,no,Palace Food Court,no
2200,3000,1.0,ratargul swamp forest,campus ,november,shah kamal hotel sylhet,yes,Sea Food Court,yes
1600,2100,2.0,sitakunda eco park,dhaka,august,Hotel Hotel,yes,Traditional Hotel and Restaurant,yes
4400,5900,2.0,tanguar haor,brahmanbaria ,august, houseboats,yes,Traditional Diner,no
1500,2400,1.0,paharpur buddhist vihara,joypurhat ,june,Hotel View,yes,Spice Hotel and Restaurant,no
2200,3000,1.0,ratargul swamp forest,campus ,november,Green Inn,yes,Sea Food Court,yes
1500,5100,4.0,jaflong,dinajpur ,july,jaflong green resort,no,Golden Food Court,yes
2200,3500,1.0,ratargul swamp forest,campus ,november,shah kamal hotel sylhet,yes,Paradise Food Court,yes
1800,2900,5.0,jaflong,sylhet ,november,hotel noorjahan grand,yes,pach bhai restaurant,yes
1500,7000,5.0,kuakata,dhaka ,october,hotel sea queen resort,yes,Palace Kabab House,yes
6300,7300,10.5,saint martins island,bandorban ,april,Palace Hill,no,jol torongo restora,yes
1500,5600,5.0,lawachara national park,dhaka ,december,Hill View,yes,kutum bari restaurant,yes
2000,2500,1.5,sitakunda eco park,chittagong ,august,sitakunda eco resort,yes,chui jhal beef restaurant,no
3200,5000,3.5,kuakata,sirajganj ,april,hotel grand safa inn,yes,Golden Restaurant,no
5200,6600,2.0,tanguar haor, gazipur ,june, houseboats,yes,kichukkhon,no
4700,7000,2.0,tanguar haor,kishoreganj ,august,Palace Palace,yes,Paradise Food Court,no
4400,6100,5.0,coxs bazar,dhaka,march,hotel pashur,yes,sea lamp beach cafe,yes
4200,5400,4.5,bandarban,panchagarh ,december,nilgiri resort,no,green prairie restaurant,no
2200,4100,1.0,ratargul swamp forest,campus ,november,Royal View,yes,sinbad restaurant,yes
1500,2400,1.0,mahasthangarh,sirajganj,january,momo inn,yes,Spice Restaurant,yes
2300,3000,3.0,bichanakandi,dhaka,november,bichanakandi resort,yes,Palace Food Court,no
4500,6300,2.0,bichanakandi,barishal,november,bichanakandi resort,yes,saffron restaurant,no
2200,3300,1.0,ratargul swamp forest,cumilla ,november,Green Inn,yes,Paradise Food Court,yes
2200,3400,1.0,ratargul swamp forest,joypurhat ,january,shah kamal hotel sylhet,yes,Paradise Food Court,yes
4300,6300,2.0,tanguar haor,dhaka,june,Palace Palace,yes,Palace Diner,no
6000,8300,6.0,saint martins island,rajshahi ,april,blue marine resort,yes,Paradise Diner,yes
3000,7000,2.0,coxs bazar,dhaka ,january,bangladesh parjatan corporation motel,yes,sea lamp beach cafe,yes
